slug,n,amazon,hulu,crankin,wowow,tsutaya,abema
blue-2001,1547,1,1,1,1,1,1
linking-love-2017,1549,1,1,1,1,1,1
bloodshot-2020,1552,1,1,1,1,1,1
grand-blue-2020,1553,1,1,1,1,1,1
yoake,1554,1,1,1,1,1,1
red-notice-2021,1555,1,1,1,1,1,1
hot-gimmick-girl-meets-boy-2019,1558,1,1,1,1,1,1
natsu-no-yozora-to-aki-no-yuhi-to-fuyu-no-asa-to-natsu-no-kaze,1559,1,1,1,1,1,1
why-don-t-you-play-in-hell-2013,1560,1,1,1,1,1,1
silent-rain-2020,1573,1,1,1,1,1,1
kanojo-wa-kirei-datsu-ta,1581,1,1,1,1,1,1
wrath-of-man-2021,1592,1,1,1,1,1,1
clover-2014,1593,1,1,1,1,1,1
tonkatsu-dj-agetaro-2020,1595,1,1,1,1,1,1
everest-the-summit-of-the-gods-2016,1596,1,1,1,1,1,1
the-last-witch-hunter-2015,1599,1,1,1,1,1,1
city-hunter-shinjuku-private-eyes-2019,1600,1,1,1,1,1,1
hana-yori-danshi-fainaru,1605,1,1,1,1,1,1
jam-films-s-2008,1606,1,1,1,1,1,1
jam-films,1607,1,1,1,1,1,1
rambo-last-blood-2019,1608,1,1,1,1,1,1
we-couldn-t-become-adults-2021,1635,1,1,1,1,1,1
drama-queen-full-chorus,1636,1,1,1,1,1,1
eating-women-2018,1639,1,1,1,1,1,1
guilty-of-romance-2011,1640,1,1,1,1,1,1
the-crimes-that-bind-2018,1641,1,1,1,1,1,1
kyuso-wa-chizu-no-yume-o-miru,1642,1,1,1,1,1,1
haiyu-kameoka-takuji,1643,1,1,1,1,1,1
makuko-2019,1645,1,1,1,1,1,1
think-again-junpei-2018,1647,1,1,1,1,1,1
kuro-tai,1648,1,1,1,1,1,1
i-never-shot-anyone-2020,1649,1,1,1,1,1,1
omoi-omowa-re-furi-fura-re,1650,1,1,1,1,1,1
tokyo-zombie-2005,1655,1,1,1,1,1,1
heart-beats-2021,1659,1,1,1,1,1,1
homestay-2022,1660,1,1,1,1,1,1
blinded-by-the-light-2019,1661,1,1,1,1,1,1
san-kaku-mado-no-sotogawa-wa-yoru,1662,1,1,1,1,1,1
room-laundering-2018,1665,1,1,1,1,1,1
musuko-no-mama-de-joshi-ni-naru,1667,1,1,1,1,1,1
yuhi-no-ato,1668,1,1,1,1,1,1
upgrade-2018,1682,1,1,1,1,1,1
the-tender-bar-2021,1683,1,1,1,1,1,1
rock-n-roll-strip-2014,1684,1,1,1,1,1,1
food-luck-2020,1685,1,1,1,1,1,1
naniwa-no-noa,1688,1,1,1,1,1,1
barbara-2020,1689,1,1,1,1,1,1
eizo-ken-ni-wa-te-o-dasu-na,1690,1,1,1,1,1,1
neko-atsume-no-ie-2017,1692,1,1,1,1,1,1
subete-wa-umi-ni-naru,1693,1,1,1,1,1,1
kyokai-shi,1702,1,1,1,1,1,1
akegata-no-wakamono-tachi,1703,1,1,1,1,1,1
jerry-maguire-1996,1704,1,1,1,1,1,1
10-man-bunno-1,1706,1,1,1,1,1,1
aozora-yell-2016,1710,1,1,1,1,1,1
sakura-no-yo-na-boku-no-koibito,1711,1,1,1,1,1,1
gama-no-abura,1716,1,1,1,1,1,1
mayonaka-no-otome-senso,1719,1,1,1,1,1,1
ore-ore-2013,1723,1,1,1,1,1,1
crying-100-times-every-raindrop-falls-2013,1726,1,1,1,1,1,1
kanojo-ga-suki-na-mono-wa,1728,1,1,1,1,1,1
any-crybabies-around-2020,1729,1,1,1,1,1,1
to-be-killed-by-a-high-school-girl-2022,1730,1,1,1,1,1,1
mio-on-the-shore-2019,1732,1,1,1,1,1,1
mi-o-tsukushi-ryori-jo,1733,1,1,1,1,1,1
higurashi-no-ki,1734,1,1,1,1,1,1
x-cross-2007,1735,1,1,1,1,1,1
under-the-stars-2020,1736,1,1,1,1,1,1
gurinrando-chikyu-saigo-no-2-nichikan,1754,1,1,1,1,1,1
natsu-e-no-tobira-kimi-no-iru-mirai-e,1763,1,1,1,1,1,1
kage-fumi,1764,1,1,1,1,1,1
ashita-no-shokutaku,1765,1,1,1,1,1,1
the-vancouver-asahi-2014,1767,1,1,1,1,1,1
tombi,1769,1,1,1,1,1,1
aishu-cinderella-2021,1772,1,1,1,1,1,1
character-2021,1777,1,1,1,1,1,1
honey-2018,1778,1,1,1,1,1,1
bokutachi-to-chuzai-san-no-700-nichi-senso-2008,1779,1,1,1,1,1,1
life-2017,1794,1,1,1,1,1,1
sayonara-itsuka-2010,1797,1,1,1,1,1,1
all-my-life-2020,1798,1,1,1,1,1,1
noraneko-to-papa-katsu,1803,1,1,1,1,1,1
swing-kids-2018,1806,1,1,1,1,1,1
junihitoe-koromo-o-ki-ta-akuma,1820,1,1,1,1,1,1
space-battleship-yamato-2010,1831,1,1,1,1,1,1
poetry-angel-2017,1835,1,1,1,1,1,1
boko-shinya-bus,1836,1,1,1,1,1,1
climbing-to-spring-2014,1849,1,1,1,1,1,1
peak-the-rescuers-2011,1850,1,1,1,1,1,1
yakusoku-no-jikan,1870,1,1,1,1,1,1
hunting-emma,1880,1,1,1,1,1,1
we-made-a-beautiful-bouquet-2021,1917,1,1,1,1,1,1
railways-2010,1918,1,1,1,1,1,1
sword-art-online,1921,1,1,1,1,1,1
sword-art-online-2,1935,1,1,1,1,1,1
sword-art-online-3,1945,1,1,1,1,1,1
arc-2021,2000,1,1,1,1,1,1
i-give-my-first-love-to-you-2009,2036,1,1,1,1,1,1
the-family-man-2000,2040,1,1,1,1,1,1
a-jazzman-s-blues,2043,1,1,1,1,1,1
rogo-no-shikin-ga-ari-mase-n,2048,1,1,1,1,1,1
the-tokyo-night-sky-is-always-the-densest-shade-of-blue-2017,2050,1,1,1,1,1,1
ora-ora-de-hitori-i-gumo,2053,1,1,1,1,1,1
my-broken-mariko-2022,2054,1,1,1,1,1,1
luck-key-2016,2055,1,1,1,1,1,1
yoru-no-joo,2056,1,1,1,1,1,1
shitamachi-ninkyo-den-taka,2061,1,1,1,1,1,1
boys-please-kiss-him-instead-of-me-2020,2062,1,1,1,1,1,1
cube-2021,2064,1,1,1,1,1,1
independence-of-japan-2020,2078,1,1,1,1,1,1
everything-will-be-owlright-2022,2081,1,1,1,1,1,1
a-madder-red-2021,2083,1,1,1,1,1,1
puratina-deta-2013,2084,1,1,1,1,1,1
mujihi-na-hikari,2085,1,1,1,1,1,1
like-grains-of-sand-1995,2086,1,1,1,1,1,1
kami-wa-mikaeri-o-motomeru,2089,1,1,1,1,1,1
saidoweizu-2009,2094,1,1,1,1,1,1
subete-ga-kawatta-hi,2123,1,1,1,1,1,1
my-daddy-2021,2127,1,1,1,1,1,1
midnight-swan-2020,2128,1,1,1,1,1,1
the-last-tycoon-2012,2132,1,1,1,1,1,1
happy-mail-2018,2134,1,1,1,1,1,1
in-love-and-deep-water-2023,2145,1,1,1,1,1,1
shazamu-kami-no-ikari,2147,1,1,1,1,1,1
kisaragi-station-2022,2148,1,1,1,1,1,1
keiko-me-o-suma-se-te,2149,1,1,1,1,1,1
night-birds-scream-2022,2150,1,1,1,1,1,1
village-2023,2153,1,1,1,1,1,1
sabakan-2022,2154,1,1,1,1,1,1
sword-art-online-the-movie-ordinal-scale-2017,2155,1,1,1,1,1,1
the-sunday-runoff-2022,2156,1,1,1,1,1,1
mentai-piriri,2158,1,1,1,1,1,1
see-hear-love-2023,2160,1,1,1,1,1,1
keep-on-keepin-on-2014,2161,1,1,1,1,1,1
obihiro-gasutoronomi-obihiro-shi-kaitaku-140-nen-shisei-shiko-90-nen-kinen-chohen-sakuhin,2162,1,1,1,1,1,1
sangokushi-seki-hane-seiryu-engetsuto-saigo-no-issen,2163,1,1,1,1,1,1
hanzawa-naomi,2164,1,1,1,1,1,1
yugata-no-o-tomodachi,2165,1,1,1,1,1,1
watashi-wa-ittai-nani-to-tatakatte-iru-no-ka,2172,1,1,1,1,1,1
american-utopia-2020,2176,1,1,1,1,1,1
motto-choetsu-shi-ta-tokoro-e,2178,1,1,1,1,1,1
love-is-light-2022,2179,1,1,1,1,1,1
cola-wars-coke-vs-pepsi,2180,1,1,1,1,1,1
renren-mame-hana,2185,1,1,1,1,1,1
black-adam-2022,2197,1,1,1,1,1,1
once-upon-a-time-in-hollywood-2019,2198,1,1,1,1,1,1
bad-lands-2023,2199,1,1,1,1,1,1
a-pool-without-water-1982,2200,1,1,1,1,1,1
hebi-no-hito,2201,1,1,1,1,1,1
ab-normal-desire-2023,2202,1,1,1,1,1,1
out-2023,2203,1,1,1,1,1,1
one-second-ahead-one-second-behind-2023,2204,1,1,1,1,1,1
mizu-wa-umi-ni-mukatte-nagareru,2205,1,1,1,1,1,1
my-brother-the-alien-2023,2206,1,1,1,1,1,1
watashi-wa-kai-ni-nari-tai,2216,1,1,1,1,1,1
ghost-theater-2015,2217,1,1,1,1,1,1
life-of-mariko-in-kabukicho-2023,2219,1,1,1,1,1,1
the-grapes-of-joy-2021,2222,1,1,1,1,1,1
kon-ya-sekai-kara-kono-koi-ga-kie-te-mo,2224,1,1,1,1,1,1
sen-wa-boku-o-egaku-2022,2225,1,1,1,1,1,1
forbidden-games-1952,2227,1,1,1,1,1,1
candy-cane-lane-2023,2228,1,1,1,1,1,1
believers-2022,2229,1,1,1,1,1,1
ad-astra-2019,2231,1,1,1,1,1,1
ruined-2021,2232,1,1,1,1,1,1
truth-kashimashiki-tomurai-no-hate,2233,1,1,1,1,1,1
convenience-story,2245,1,1,1,1,1,1
love-nonetheless-2022,2246,1,1,1,1,1,1
gachiboshi-2018,2247,1,1,1,1,1,1
and-so-i-m-at-a-loss-2023,2248,1,1,1,1,1,1
winny-2023,2249,1,1,1,1,1,1
mimi-o-sumase-ba,2252,1,1,1,1,1,1
kokan-uso-nikki,2276,1,1,1,1,1,1
to-me-the-one-who-loved-you-2022,2278,1,1,1,1,1,1
a-spoiling-rain-2023,2291,1,1,1,1,1,1
tsuki-no-michikake,2303,1,1,1,1,1,1
hokago-angler-life,2308,1,1,1,1,1,1
kubi-2023,2313,1,1,1,1,1,1
whitney-houston-i-wanna-dance-with-somebody-2022,2317,1,1,1,1,1,1
familia,2321,1,1,1,1,1,1
18-2-beyond-youthful-days-2024,2324,1,1,1,1,1,1
ford-v-ferrari-2019,2325,1,1,1,1,1,1
chichi-to-musuko-no-chika-aidoru,2327,1,1,1,1,1,1
parade-2009,2337,1,1,1,1,1,1
till-we-meet-again-on-the-lily-hill-2023,2339,1,1,1,1,1,1
police-story-2013-2013,2343,1,1,1,1,1,1
gokuaku-joo,2344,1,1,1,1,1,1
restaurant-in-the-forest-2022,2349,1,1,1,1,1,1
zawazawa-shimokitazawa-2000,2350,1,1,1,1,1,1
don-t-lose-your-head,2351,1,1,1,1,1,1
a-man-called-otto-2023,2352,1,1,1,1,1,1
lumberjack-the-monster-2023,2354,1,1,1,1,1,1
moonage-daydream-2022,2355,1,1,1,1,1,1
jojo-rabbit-2019,2356,1,1,1,1,1,1
ballad-2009,2357,1,1,1,1,1,1
banshaku-no-ryugi,2358,1,1,1,1,1,1
banshaku-no-ryugi-2,2361,1,1,1,1,1,1
kujira-no-hone,2372,1,1,1,1,1,1
buzzy-noise-2024,2374,1,1,1,1,1,1
you-made-my-dawn-2023,2377,1,1,1,1,1,1
immortal-lovers-2024,2378,1,1,1,1,1,1
a-girl-named-ann-2024,2379,1,1,1,1,1,1
bl-metamorphosis-2022,2407,1,1,1,1,1,1
red-one-2024,2409,1,1,1,1,1,1
runaway-wrestler-2024,2414,1,1,1,1,1,1
analog-2023,2430,1,1,1,1,1,1
manhole-2023,2432,1,1,1,1,1,1
ton-de-saitama-biwako-yori-ai-o-kome-te,2434,1,1,1,1,1,1
ume-kira-nu-baka,2456,1,1,1,1,1,1
drawing-closer-2024,2471,1,1,1,1,1,1
niwatori-phoenix-2023,2472,1,1,1,1,1,1
daichi-to-shiroi-kumo,2474,1,1,1,1,1,1
confession-2024,2477,1,1,1,1,1,1
one-day-you-will-reach-the-sea-2022,2478,1,1,1,1,1,1
six-singing-women,2551,1,1,1,1,1,1
kamaishi-ramen-monogatari,2552,1,1,1,1,1,1
one-last-bloom,2553,1,1,1,1,1,1
cocaine-bear-2023,2557,1,1,1,1,1,1
riverside-mukolitta-2021,2559,1,1,1,1,1,1
hotel-iris-2021,2561,1,1,1,1,1,1
petals-and-memories,2563,1,1,1,1,1,1
potofu-bishoku-ka-to-ryori-jin,2564,1,1,1,1,1,1
perfect-days-2023,2565,1,1,1,1,1,1
ginga-tetsudo-no-chichi-2023,2566,1,1,1,1,1,1
natural-born-killers-1994,2832,1,1,1,1,1,1
bon-appetit-your-majesty,2567,1,1,1,1,1,1
death-days,2568,1,1,1,1,1,1
saotome-kana-ko-no-baai-wa,2572,1,1,1,1,1,1
bloodshot-2020-2,2573,1,1,1,1,1,1
yasuko-songs-of-days-past-2025,2576,1,1,1,1,1,1
whos-your-daddy-2003,2577,1,1,1,1,1,1
teasing-master-takagi-san,2580,1,1,1,1,1,1
a-bad-summer-2025,2584,1,1,1,1,1,1
yamada-kun-to-lv-999-no-koi-o-suru,2586,1,1,1,1,1,1
ghost-killer-2025,2587,1,1,1,1,1,1
kyo-no-sora-ga-ichiban-suki-to-wa-mada-ie-nai-boku-wa,2590,1,1,1,1,1,1
mission-impossible-dead-reckoning-part-one-2023,2592,1,1,1,1,1,1
blue-painful-and-brittle-2020,2594,1,1,1,1,1,1
hitori-de-nomeru-mon,2596,1,1,1,1,1,1
366-nichi-2025,2598,1,1,1,1,1,1
banshaku-no-ryugi-3,2605,1,1,1,1,1,1
banshaku-no-ryugi-4,2608,1,1,1,1,1,1
blackpink-arenatour2018-special-final-in-kyocera-dome-osaka,2625,1,1,1,1,1,1
sensei-s-pious-lie-2024,2633,1,1,1,1,1,1
aideaobuyu-otona-no-koi-ga-kanau-made,2634,1,1,1,1,1,1
become-the-king-2019,2636,1,1,1,1,1,1
gekijo-ban-kodoku-no-gurume,2637,1,1,1,1,1,1
kyrie-2023,2638,1,1,1,1,1,1
futatabi-swing-me-again,2653,1,1,1,1,1,1
kami-no-tsuki,2659,1,1,1,1,1,1
kimatta,2660,1,1,1,1,1,1
yatterman-2009,2684,1,1,1,1,1,1
koi-ni-itaru-yamai,2685,1,1,1,1,1,1
kimi-no-kao-de-wa-nake-nai,2687,1,1,1,1,1,1
aisa-re-naku-te-mo-betsuni,2688,1,1,1,1,1,1
maho-shonen-wild-virgin,2691,1,1,1,1,1,1
rockers-2003,2693,1,1,1,1,1,1
still-dark,2694,1,1,1,1,1,1
night-flower-2024,2696,1,1,1,1,1,1
choi-aku-3-tsu-hoshi-shefu-tachi-bakusho-tabi,2700,1,1,1,1,1,1
choi-aku-3-tsu-hoshi-shefu-tachi-bakusho-tabi-2,2706,1,1,1,1,1,1
shunga-sensei-2023,2714,1,1,1,1,1,1
tandem-road,2715,1,1,1,1,1,1
final-hacking-game-2020,2717,1,1,1,1,1,1
senior-and-her-2015,2718,1,1,1,1,1,1
mo-2019,2720,1,1,1,1,1,1
first-love-glass-2020,2721,1,1,1,1,1,1
tap-the-last-show-2017,2722,1,1,1,1,1,1
after-school-2008,2723,1,1,1,1,1,1
sadaos-passion-2015,2724,1,1,1,1,1,1
the-devils-path-2013,2725,1,1,1,1,1,1
bridget-joness-baby-2016,2726,1,1,1,1,1,1
looking-for-a-true-fiancee-2011,2727,1,1,1,1,1,1
the-crows-thumb-2012,2728,1,1,1,1,1,1
the-ballad-of-lefty-brown-2017,2729,1,1,1,1,1,1
the-witchs-perfume-2023,2730,1,1,1,1,1,1
kokuho-2025,2979,1,1,1,1,1,1
